tweet,date,id,location,id_user,score
"RT @elizableu: Elon Musk: “I’m making removing child sexual exploitation off of Twitter my number #1 priority.”

*makes changes*

US Govern…",2022-12-07 23:59:37+00:00,1600641211429228548,,1263278306906050562,"{'neg': 0.0, 'neu': 0.939, 'pos': 0.061, 'compound': 0.0772}"
@scrowder Elon Musk,2022-12-07 23:59:37+00:00,1600641210284220417,United States,963409603391139841,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
"RT @JackPosobiec: BREAKING: Elon Musk just confirmed data may have been hidden and deleted from the Twitter Files

This revelation follows…",2022-12-07 23:59:35+00:00,1600641202960961537,,1580601555484610561,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
"RT @JamesClayton5: There are even slippers. Former staff say Elon Musk's room is a converted conference room - and ""looks like a hotel room…",2022-12-07 23:59:35+00:00,1600641202491105281,here and there,286828096,"{'neg': 0.0, 'neu': 0.889, 'pos': 0.111, 'compound': 0.3612}"
"RT @emilykschrader: اگر او به مردمش اجازه استفاده از این پلتفرم را نمیدهد، چرا شما به او اجازه استفاده از این پلتفرم را میدهید؟

امضا کنیم…",2022-12-07 23:59:35+00:00,1600641199345238016,,1196337338470678528,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
RT @BuzzPatterson: Release the hounds! ⁦@elonmusk⁩  https://t.co/WihEOD44mG,2022-12-07 23:59:34+00:00,1600641199081021440,California,23485514,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
"RT @JamesfWells: Gov Ron Desantis and Elon Musk declare war on mRNA jab manufacturers 👏👏

@RonDeSantisFL @elonmusk https://t.co/drCb4Yaz4m",2022-12-07 23:59:34+00:00,1600641196019388417,,1331658799569104897,"{'neg': 0.187, 'neu': 0.813, 'pos': 0.0, 'compound': -0.5994}"
"If there was no groundswell of coordinated misinfo on Twitter, this chart would be full of disconnected dots… https://t.co/AYnnM7SBXD",2022-12-07 23:59:33+00:00,1600641194543153153,,937832852007174144,"{'neg': 0.109, 'neu': 0.891, 'pos': 0.0, 'compound': -0.296}"
"RT @JamesBradleyCA: If Elon Musk is getting death threats, it’s definitely NOT from our side. 

Because WE’RE NOT THE VIOLENT ONES.",2022-12-07 23:59:33+00:00,1600641192684814339,,1585777919686836224,"{'neg': 0.223, 'neu': 0.565, 'pos': 0.212, 'compound': -0.0802}"
RT @StockMKTNewz: Elon Musk just lost the title of the richest person in the world to Bernard Arnault &amp; family - Forbes https://t.co/R01go7…,2022-12-07 23:59:33+00:00,1600641192106016770,,2943130035,"{'neg': 0.089, 'neu': 0.778, 'pos': 0.132, 'compound': 0.2732}"
"Backfire

Twitter won’t restart paid verification until ‘significant impersonations’ stop, Elon Musk says

https://t.co/7OMlxwt6IQ",2022-12-07 23:59:33+00:00,1600641190994518016,"Annapolis, MD",1116561836,"{'neg': 0.145, 'neu': 0.855, 'pos': 0.0, 'compound': -0.296}"
"RT @MrJonasDanner: Haha, das ist doch alles nur noch ein Witz. Faucis Tochter hat bei Twitter gearbeitet und wir erfahren das erst jetzt.…",2022-12-07 23:59:32+00:00,1600641190545821696,,1359944649448767489,"{'neg': 0.0, 'neu': 0.88, 'pos': 0.12, 'compound': 0.4588}"
"RT @JamesfWells: Gov Ron Desantis and Elon Musk declare war on mRNA jab manufacturers 👏👏

@RonDeSantisFL @elonmusk https://t.co/drCb4Yaz4m",2022-12-07 23:59:32+00:00,1600641189954584576,,1589584367013482496,"{'neg': 0.187, 'neu': 0.813, 'pos': 0.0, 'compound': -0.5994}"
RT @JDCocchiarella: Time’s Person of the Year going from Elon Musk to President Zelensky is an upgrade for the ages.,2022-12-07 23:59:32+00:00,1600641187509329920,"Los Angeles, CA",1619622464,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
"RT @Mollyploofkins: Who should receive Time Magazine's 2022 'Person of the Year'?

The finalists are:

1) Volodymyr Zelenskyy
2) Elon Musk…",2022-12-07 23:59:31+00:00,1600641185890050049,,1540791031955968000,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
@ABC Why hasn’t your trash network covered the information Elon Musk has revealed about FBI corruption and election… https://t.co/OpFviUqAaB,2022-12-07 23:59:31+00:00,1600641185634205696,"Fort Lauderdale, FL",1491782904225009668,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
RT @JonathanTurley: Dorsey just called on Musk to release everything without filters. https://t.co/UiQxqoZ0KM That is precisely what some o…,2022-12-07 23:59:30+00:00,1600641181632839680,,1518662743666184196,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
RT @mirandadevine: The only mention in the NYT of Elon Musk’s Friday #TwitterFiles came two days late and then only to trivialize the issue…,2022-12-07 23:59:29+00:00,1600641174729097221,,828827762974654464,"{'neg': 0.084, 'neu': 0.916, 'pos': 0.0, 'compound': -0.2732}"
"RT @emilykschrader: اگر او به مردمش اجازه استفاده از این پلتفرم را نمیدهد، چرا شما به او اجازه استفاده از این پلتفرم را میدهید؟

امضا کنیم…",2022-12-07 23:59:28+00:00,1600641172858458115,تهران,1571581782998360065,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
RT @ChrisJBakke: BREAKING: Elon Musk is the first person in 70 years to successfully create new housing in San Francisco. https://t.co/55j1…,2022-12-07 23:59:28+00:00,1600641170329276417,Lima,1570190565286809601,"{'neg': 0.0, 'neu': 0.782, 'pos': 0.218, 'compound': 0.6486}"
RT @CollinRugg: Should Elon Musk move all of his companies’ headquarters to Texas including Twitter?,2022-12-07 23:59:28+00:00,1600641169951711234,,1263278306906050562,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
"RT @ThatmattersNews: BREAKING 

Elon Musk has reportedly made an offer to buy the FBI from the Clintons https://t.co/5VfPqJflfc",2022-12-07 23:59:27+00:00,1600641169431855104,Japan,1157973368844345344,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
"RT @JackPosobiec: BREAKING: Elon Musk confirms data may have been HIDDEN and DELETED from the Twitter Files

https://t.co/7hAiiDcK2R",2022-12-07 23:59:27+00:00,1600641167204708353,"Atlanta, GA",741743875,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
"RT @theblaze: Janitors' union called a strike outside of Twitter headquarters in San Francisco, so @ElonMusk cancelled its contract and fir…",2022-12-07 23:59:27+00:00,1600641166910840832,,1562865405127176193,"{'neg': 0.173, 'neu': 0.827, 'pos': 0.0, 'compound': -0.4173}"
"RT @JamesBradleyCA: If Elon Musk is getting death threats, it’s definitely NOT from our side. 

Because WE’RE NOT THE VIOLENT ONES.",2022-12-07 23:59:26+00:00,1600641165229162496,,1585979487162077184,"{'neg': 0.223, 'neu': 0.565, 'pos': 0.212, 'compound': -0.0802}"
RT @MattWallace888: Do you support Elon Musk moving Twitter HQ to a different state?,2022-12-07 23:59:26+00:00,1600641162062299138,"Dallas, TX",1167256940310872065,"{'neg': 0.0, 'neu': 0.816, 'pos': 0.184, 'compound': 0.4019}"
"RT @JamesClayton5: There are even slippers. Former staff say Elon Musk's room is a converted conference room - and ""looks like a hotel room…",2022-12-07 23:59:25+00:00,1600641160435097601,cloud,228231949,"{'neg': 0.0, 'neu': 0.889, 'pos': 0.111, 'compound': 0.3612}"
"RT @JackPosobiec: BREAKING: Elon Musk just confirmed data may have been hidden and deleted from the Twitter Files

This revelation follows…",2022-12-07 23:59:25+00:00,1600641160053227520,,822613897026961408,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
"RT @JackPosobiec: BREAKING: Elon Musk just confirmed data may have been hidden and deleted from the Twitter Files

This revelation follows…",2022-12-07 23:59:25+00:00,1600641158232690690,,1379635526647435264,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
"RT @theblaze: Janitors' union called a strike outside Twitter, so Elon Musk cancelled its contract and fired the janitors https://t.co/KsXy…",2022-12-07 23:59:24+00:00,1600641154512752640,"Gilbert, AZ",1587186900833472512,"{'neg': 0.315, 'neu': 0.685, 'pos': 0.0, 'compound': -0.7479}"
"RT @thebradfordfile: If Elon Musk didn't buy twitter, the FBI would still be silencing voices for the regime.",2022-12-07 23:59:24+00:00,1600641154088935424,"Hawthorn Woods, IL",1519065543227199491,"{'neg': 0.081, 'neu': 0.919, 'pos': 0.0, 'compound': -0.128}"
RT @SteveHiltonx: Just when you think the FBI can't be involved we've now learned that an FBI attorney was tasked with reviewing the Twitte…,2022-12-07 23:59:23+00:00,1600641151572246528,,2896076546,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
RT @ChrisJBakke: BREAKING: Elon Musk is the first person in 70 years to successfully create new housing in San Francisco. https://t.co/55j1…,2022-12-07 23:59:23+00:00,1600641151379378176,,1083937921068138498,"{'neg': 0.0, 'neu': 0.782, 'pos': 0.218, 'compound': 0.6486}"
RT @CerfiaFR: 🇫🇷 FLASH | Bernard #Arnault est redevenu l’homme le plus riche du monde selon #Forbes et dépasse désormais Elon #Musk avec un…,2022-12-07 23:59:23+00:00,1600641150482001920,"Las Noches, Hueco Mundo",1355892630081646593,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
RT @alx: BREAKING: Elon Musk has fired Twitter’s Deputy General Counsel Jim Baker “in light of concerns about Baker’s possible role in supp…,2022-12-07 23:59:22+00:00,1600641148464291840,,1586368688797663236,"{'neg': 0.141, 'neu': 0.859, 'pos': 0.0, 'compound': -0.5574}"
RT @CollinRugg: Should Elon Musk move all of his companies’ headquarters to Texas including Twitter?,2022-12-07 23:59:22+00:00,1600641146862059521,"Dallas, TX",1167256940310872065,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
@contextTRcrypto @pusholder Hayatımda aldığım en saçma coin. Elon musk'ın annesinin coini diye coin mi alınır ya,2022-12-07 23:59:22+00:00,1600641145507401730,,1071424101259075584,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
RT @MattWallace888: Elon Musk would still be the richest man on earth right now if he didn’t spend 44 billion on Twitter to save free speec…,2022-12-07 23:59:21+00:00,1600641144462901250,ghana ,3108154829,"{'neg': 0.0, 'neu': 0.699, 'pos': 0.301, 'compound': 0.872}"
RT @CollinRugg: Should Elon Musk move all of his companies’ headquarters to Texas including Twitter?,2022-12-07 23:59:21+00:00,1600641143104065541,,1260029674563883009,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
RT @OccupyDemocrats: BREAKING: Elon Musk lashes out at the Mayor of San Francisco for investigating Twitter for mistreating its workers by…,2022-12-07 23:59:21+00:00,1600641141812101121,,1521258559258132480,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
RT @SharylAttkisson: (READ) Elon Musk fires ex-FBI's James Baker at Twitter https://t.co/JLB63hozFB,2022-12-07 23:59:20+00:00,1600641139992059904,,1496986360141565953,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
"RT @CollinRugg: Elon Musk just said the ""most important data was hidden"" from the Twitter Files.

Jim Baker, a former FBI agent, was most l…",2022-12-07 23:59:20+00:00,1600641139463393280,,1594330441439387648,"{'neg': 0.0, 'neu': 0.917, 'pos': 0.083, 'compound': 0.2716}"
"RT @JamesfWells: Gov Ron Desantis and Elon Musk declare war on mRNA jab manufacturers 👏👏

@RonDeSantisFL @elonmusk https://t.co/drCb4Yaz4m",2022-12-07 23:59:20+00:00,1600641139081711617,Miami ,38221423,"{'neg': 0.187, 'neu': 0.813, 'pos': 0.0, 'compound': -0.5994}"
"RT @JamesfWells: Gov Ron Desantis and Elon Musk declare war on mRNA jab manufacturers 👏👏

@RonDeSantisFL @elonmusk https://t.co/drCb4Yaz4m",2022-12-07 23:59:20+00:00,1600641138448248833,,1575332586359881728,"{'neg': 0.187, 'neu': 0.813, 'pos': 0.0, 'compound': -0.5994}"
"RT @ShresthaAlishna: If Elon Musk is getting death threats, it’s definitely NOT from our side. 

Because WE’RE NOT THE VIOLENT ONES.",2022-12-07 23:59:20+00:00,1600641136221048832,"California, USA",815330441209073664,"{'neg': 0.223, 'neu': 0.565, 'pos': 0.212, 'compound': -0.0802}"
"RT @EmmaRincon: 🇺🇸 | @elonmusk: ""Estoy haciendo que eliminar la explotación sexual infantil de Twitter sea mi prioridad número 1"".

Gobiern…",2022-12-07 23:59:18+00:00,1600641129149505536,Venezuela,127320282,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
Elon Musk is my god,2022-12-07 23:59:18+00:00,1600641128218255360,,989898582764515328,"{'neg': 0.0, 'neu': 0.656, 'pos': 0.344, 'compound': 0.2732}"
"RT @laderechadiario: 🇺🇲 | Elon Musk finalmente despidió de Twitter al consejero general Jim Baker.

Baker, un ex agente del FBI y ex asesor…",2022-12-07 23:59:16+00:00,1600641121767591943,,1461882312925368326,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
RT @ChrisJBakke: BREAKING: Elon Musk is the first person in 70 years to successfully create new housing in San Francisco. https://t.co/55j1…,2022-12-07 23:59:16+00:00,1600641121679556610,"New York, USA",73163090,"{'neg': 0.0, 'neu': 0.782, 'pos': 0.218, 'compound': 0.6486}"
RT @MattWallace888: Elon Musk would still be the richest man on earth right now if he didn’t spend 44 billion on Twitter to save free speec…,2022-12-07 23:59:16+00:00,1600641121054490624,,1519483198564192259,"{'neg': 0.0, 'neu': 0.699, 'pos': 0.301, 'compound': 0.872}"
